License Number,Business Name,DBA/Trade Name,business_id,Business Category,License Type,License Status,Initial Issuance Date,Expiration Date,license_city,license_state,license_zip,complaint_id,created_date,closed_date,complaint_type,descriptor,incident_address,incident_zip,complaint_address_type,status,resolution_description,complaint_count,eviction_count
2093047-DCA,A & J PARKING LLC,3470 FORT INDEPENDENCE STREET PARKING,BA-1092228-2022,Garage & Parking Lot,Premises,Active,12/17/2019,03/31/2027,BRONX,NY,10463,64183839,2025-02-25T19:10:41.000,2025-02-26T06:39:15.000,Noise - Residential,Banging/Pounding,3470 FORT INDEPENDENCE STREET,10463,ADDRESS,Closed,The Police Department responded to the complaint but officers were unable to gain entry into the premises.,16,0
2104986-1-DCA,2400 DELI & GROCERY CORPORATION,,BA-1092279-2022,Tobacco Retail Dealer,Premises,Active,04/04/2022,12/31/2025,NEW YORK,NY,10030,64192370,2025-02-25T17:44:39.000,2025-02-25T18:21:35.000,Noise - Street/Sidewalk,Loud Talking,2400 7 AVENUE,10030,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,192,0
2081153-DCA,200 EAST END AVENUE PARKING CORP,,BA-1092682-2022,Garage & Parking Lot,Premises,Active,01/07/2019,03/31/2027,MANHATTAN,NY,10128,64200172,2025-02-26T22:20:10.000,2025-02-26T22:59:04.000,Illegal Parking,Blocked Sidewalk,200 EAST END AVENUE,10128,ADDRESS,Closed,The Police Department responded to the complaint and determined that police action was not necessary.,8,0
0699244-DCA,79TH STREET PARKING LLC,,BA-1093690-2022,Garage & Parking Lot,Premises,Expired,05/11/2006,03/31/2023,NEW YORK,NY,10075,64303211,2025-03-09T15:42:00.000,2025-03-09T22:22:21.000,Illegal Parking,Parking Permit Improper Use,900 PARK AVENUE,10075,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,1,1
2091607-2-DCA,731 M & M DELI GROCERY CORP,,BA-1093933-2022,Tobacco Retail Dealer,Premises,Expired,10/22/2019,12/31/2022,BROOKLYN,NY,11207,64198486,2025-02-26T12:34:31.000,2025-02-26T19:11:02.000,HEAT/HOT WATER,ENTIRE BUILDING,731 HEGEMAN AVENUE,11207,ADDRESS,Closed,The Department of Housing Preservation and Development conducted or attempted to conduct an inspection.  More information about inspection results can be found through HPD's website at www.nyc.gov/hpd by using HPDONLINE (enter your address on the home page) and entering your SR number under the complaint status option.,3,0
1226517-DCA,APPLE INC,,BA-1094339-2022,Electronic & Home Appliance Service Dealer,Premises,Active,05/10/2006,06/30/2026,NEW YORK,NY,10153,64195725,2025-02-26T10:35:03.000,,Mobile Food Vendor,Equipment,767 5 AVENUE,10153,ADDRESS,In Progress,The Department of Health and Mental Hygiene has received and processed your complaint. The facility will receive an inspection from the Bureau of Food Safety and Community Sanitation. Inspection results are not published.,35,0
2050949-DCA,200 CPS MANAGEMENT LLC,,BA-1094430-2022,Garage & Parking Lot,Premises,Expired,04/10/2017,03/31/2023,NEW YORK,NY,10019,64351202,2025-03-15T00:21:41.000,2025-03-15T05:08:18.000,Noise - Residential,Loud Music/Party,200 CENTRAL PARK SOUTH,10019,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,7,0
2126229-DCWP,CROWNE GARAGE LLC,,BA-1094451-2022,Garage & Parking Lot,Premises,Active,01/09/2025,03/31/2027,NEW YORK,NY,10019,64195972,2025-02-26T10:19:55.000,2025-02-26T13:36:08.000,Non-Emergency Police Matter,Other (complaint details),1601 BROADWAY,10036,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,31,0
2024123-DCA,BROJA CONTRACTING LLC,,BA-1095032-2022,Home Improvement Contractor,Premises,Active,06/10/2015,02/28/2027,BRONX,NY,10461,64345163,2025-03-13T17:47:26.000,2025-03-13T20:44:57.000,Panhandling,,2860 BUHRE AVENUE,10461,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,1,2
2046960-DCA,"AT&T MOBILITY SUPPLY, LLC",AT&T MOBILITY,BA-1096036-2022,Electronics Store,Premises,Active,01/03/2017,12/31/2026,NEW YORK,NY,10007,64212087,2025-02-27T10:10:19.000,2025-02-27T10:30:14.000,Vendor Enforcement,Non-Food Vendor,217 BROADWAY,10007,ADDRESS,Closed,,11,0
2106340-DCA,Bp Apollo Corp,,BA-1096232-2022,Home Improvement Contractor,Premises,Failed to Renew,05/26/2022,02/28/2025,BROOKLYN,NY,11214,,,,,,,,,,,0,4
1170235-DCA,BARCLAY STREET PARKING LLC,,BA-1096238-2022,Garage & Parking Lot,Premises,Voided,05/17/2006,03/31/2025,NEW YORK,NY,10007,64263707,2025-03-05T11:37:12.000,2025-03-05T12:00:23.000,Vendor Enforcement,Food Vendor,233 BROADWAY,10279,ADDRESS,Closed,,10,0
2074393-1-DCA,"ABHI & FATHER, INC.",,BA-1096250-2022,Electronic Cigarette Dealer,Premises,Active,06/26/2018,11/30/2025,NEW YORK,NY,10010,64642212,2025-04-13T20:26:00.000,2025-04-14T12:25:00.000,Lead,Lead Kit Request (Residential) (L10),50 LEXINGTON AVENUE,10010,ADDRESS,Closed,The Department of Environmental Protection (DEP) mailed you the free lead test kit you requested. The kit includes instructions for collecting a water sample and contact information for DEP's Lead Program Unit if you have any questions. Please use the included pre-paid label to mail the sample to the lab for analysis. It may take the lab up to 30 days to complete their analysis and mail you the test results. This Service Request is closed and no further status will be available from 311.,1,1
2058833-DCA,bonaza's bargains inc,electronic r us,BA-1096351-2022,Electronic & Home Appliance Service Dealer,Premises,Active,09/29/2017,06/30/2026,BROOKLYN,NY,11206,,,,,,,,,,,0,2
2068189-DCA,AMP VALET PARKING INC.,,BA-1096673-2022,Garage & Parking Lot,Premises,Active,03/22/2018,03/31/2027,BROOKLYN,NY,11220,64257780,2025-03-04T10:44:20.000,2025-03-04T10:58:10.000,Vendor Enforcement,Food Vendor,5423 8 AVENUE,11220,ADDRESS,Closed,,9,0
2088651-DCA,AZ1 CONSTRUCTION INC,,BA-1096681-2022,Home Improvement Contractor,Premises,Active,07/24/2019,02/28/2027,BROOKLYN,NY,11230,,,,,,,,,,,0,1
1330008-DCA,BLATT BILLIARD CORP.,BLATT BILLIARDS,BA-1096684-2022,Secondhand Dealer - General,Premises,Ready for Renewal,08/21/2009,07/31/2025,NEW YORK,NY,10018,64424309,2025-03-21T09:15:02.000,2025-03-21T09:49:03.000,Noise - Street/Sidewalk,Loud Talking,330 WEST   38 STREET,10018,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,3,0
2022478-DCA,380 LENOX MEAT CORP.,PIONEER SUPERMARKET,BA-1098007-2022,Stoop Line Stand,Premises,Active,05/11/2015,03/31/2026,NEW YORK,NY,10027,64701288,2025-04-19T19:47:00.000,,Noise,"Noise, Ice Cream Truck (NR4)",380 LENOX AVENUE,10027,ADDRESS,Started,The Department of Environmental Protection has inspected your complaint and determined that further investigation is required. More information will be available once the condition is resolved. Please visit nyc.gov/311 or call 311 at a later time to check the status of your complaint.,1,1
2065696-2-DCA,"291 DICAYAGUA GROCERY, INC.",,BA-1098266-2022,Tobacco Retail Dealer,Premises,Revoked,02/05/2018,12/31/2024,BROOKLYN,NY,11221,,,,,,,,,,,0,1
2100386-DCA,39 EAST BROADWAY INC.,,BA-1098645-2022,Electronics Store,Premises,Expired,07/26/2021,12/31/2022,NEW YORK,NY,10002,64439504,2025-03-23T21:46:01.000,2025-03-25T11:34:06.000,Lost Property,Bag/Wallet,88 EAST BROADWAY,10002,ADDRESS,Closed,See notes for information.,4,0
2052785-DCA,"AKHTAR, NAVEED",YORK CONSTRUCTION CO,BA-1099178-2022,Home Improvement Contractor,Premises,Active,05/10/2017,02/28/2027,BRONX,NY,10469,64602778,2025-04-09T19:27:30.000,2025-04-09T20:26:08.000,Blocked Driveway,No Access,2736 COLDEN AVENUE,10469,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,2,1
2065315-DCA,"BEST ELECTRONICS SOLUTIONS, INC",,BA-1100189-2022,Electronics Store,Premises,Expired,01/24/2018,12/31/2022,BRONX,NY,10462,,,,,,,,,,,0,1
1413293-DCA,"60 SUTTON PLACE PARKING ASSOCIATES, LLC",,BA-1100307-2022,Garage & Parking Lot,Premises,Active,11/16/2011,03/31/2027,"NEW YORK,",NY,10022,64195728,2025-02-26T23:33:19.000,2025-02-27T09:30:01.000,Indoor Air Quality,Dust from Construction,60 SUTTON PLACE SOUTH,10022,ADDRESS,Closed,"The owner or manager of the property was sent an advisory to correct the condition. If the condition persists, please call 311 or go online to www.nyc.gov/311 and submit another complaint.",6,0
2096343-DCA,BR RESTORATION INC,,BA-1100318-2022,Home Improvement Contractor,Premises,Expired,09/03/2020,02/28/2023,BRONX,NY,10465,64281100,2025-03-07T16:18:27.000,2025-03-19T18:07:33.000,Street Sign - Dangling,Speed Limit,625 WILCOX AVENUE,10465,ADDRESS,Closed,The Department of Transportation has completed the request or corrected the condition.,3,0
2104739-DCA,135 KINGSBRIDGE WIRELESS MALL LLC,,BA-1100659-2022,Electronics Store,Premises,Expired,03/24/2022,12/31/2022,BRONX,NY,10468,64334075,2025-03-12T11:17:15.000,2025-03-12T13:33:42.000,Illegal Parking,Parking Permit Improper Use,135 WEST KINGSBRIDGE ROAD,10468,ADDRESS,Closed,The Police Department responded to the complaint and took action to fix the condition.,5,1
2048331-DCA,2ND AVE WIRELESS INC.,METRO BY T-MOBILE,BA-1100692-2022,Electronics Store,Premises,Active,02/13/2017,12/31/2026,NEW YORK,NY,10031,64220567,2025-02-28T21:49:03.000,2025-03-02T11:35:01.000,HEAT/HOT WATER,APARTMENT ONLY,1500 AMSTERDAM AVENUE,10031,ADDRESS,Closed,HPD called the telephone number on file for this complaint.  Someone at that number indicated that the condition was corrected. The complaint has been closed. Please submit a new service request with 311 if the condition still exists.,13,0
2092161-DCA,ANTAR GROUP LLC,,BA-1100775-2022,Home Improvement Contractor,Premises,Active,11/12/2019,02/28/2027,NEW YORK,NY,10016,64213064,2025-02-27T09:31:01.000,2025-04-03T00:00:00.000,General Construction/Plumbing,Failure To Maintain,244 MADISON AVENUE,10016,ADDRESS,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,3,0
1230602-DCA,ALBANY STREET PARKING LLC,,BA-1100938-2022,Garage & Parking Lot,Premises,Voided,02/28/2007,03/31/2025,NEW YORK,NY,10006,64513817,2025-03-31T12:20:00.000,2025-04-02T09:50:00.000,Sewer,Catch Basin Clogged/Flooding (Use Comments) (SC),90 WEST STREET,10006,ADDRESS,Closed,"The Department of Environmental Protection inspected your complaint and cleaned the catch basin or inlet. If the condition returns, please call 311 (or 212-639-9675 if calling from a non-New York City area code) to submit a new complaint.",8,4
2070581-DCA,"BENJAMIN, MENSAH",,BA-1101054-2022,Home Improvement Contractor,Premises,Failed to Renew,05/04/2018,02/28/2025,BRONX,NY,10451,,,,,,,,,,,0,2
2020388-DCA,BOSTANCI SPECIALTIES INC,,BA-1101175-2022,Home Improvement Contractor,Premises,Expired,04/02/2015,02/28/2023,NEW YORK,NY,10029,64463366,2025-03-25T23:20:27.000,2025-03-26T02:22:42.000,Noise - Street/Sidewalk,Loud Music/Party,183 EAST   98 STREET,10029,ADDRESS,Closed,The Police Department responded to the complaint and with the information available observed no evidence of the violation at that time.,10,0
2082288-1-DCA,BLP MEAT MARKET CORP.,,BA-1101195-2022,Tobacco Retail Dealer,Premises,Active,02/14/2019,12/31/2025,NEW YORK,NY,10002,64184673,2025-02-25T16:21:27.000,,Construction Lead Dust,In Common Areas,72 CLINTON STREET,10002,ADDRESS,In Progress,,6,0
0904670-DCA,"2875 WEST EIGHTH STREET ASSOCIATES, L.P.",,BA-1101231-2022,Garage & Parking Lot,Premises,Active,03/24/1997,03/31/2027,BROOKLYN,NY,11224,64312912,2025-03-10T12:33:44.000,2025-04-15T02:22:23.000,Graffiti,Graffiti,2875 WEST    8 STREET,11224,ADDRESS,Closed,,18,0
2074305-1-DCA,"9TH AVE. DELI & GROCERY, INC.",,BA-1101258-2022,Electronic Cigarette Dealer,Premises,Expired,06/23/2018,11/30/2023,NEW YORK,NY,10018,64325723,2025-03-11T21:18:22.000,2025-03-12T11:08:42.000,Dirty Condition,Trash,480 9 AVENUE,10018,ADDRESS,Closed,The Department of Sanitation investigated this complaint and found no condition at the location.,7,0
2068820-1-DCA,BEDFORD EXOTICS INC,,BA-1101378-2022,Electronic Cigarette Dealer,Premises,Active,04/03/2018,11/30/2025,BROOKLYN,NY,11211,64355845,2025-03-14T14:04:12.000,2025-03-20T00:00:00.000,Graffiti,Graffiti,195 BEDFORD AVENUE,11211,ADDRESS,Closed,The City has removed the graffiti from this property.,5,1
2097310-DCA,BNT-AMS CORP,,BA-1101671-2022,Dealer In Products For The Disabled,Premises,Failed to Renew,12/28/2020,03/15/2025,BROOKLYN,NY,11235,64360929,2025-03-15T22:21:18.000,2025-03-16T17:31:06.000,Illegal Parking,Blocked Bike Lane,2801 EMMONS AVENUE,11235,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,1,3
2048714-DCA,"AT&T MOBILITY SUPPLY, LLC",AT&T MOBILITY,BA-1101689-2022,Secondhand Dealer - General,Premises,Ready for Renewal,02/24/2017,07/31/2025,NEW YORK,NY,10010,64281797,2025-03-07T08:03:43.000,,Food Establishment,Rodents/Insects/Garbage,200 5 AVENUE,10010,ADDRESS,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",8,0
1403676-DCA,2234 EAST SIDE DELI INC.,,BA-1101813-2022,Tobacco Retail Dealer,Premises,Active,08/15/2011,12/31/2026,NEW YORK,NY,10029,64243293,2025-03-03T07:03:10.000,2025-03-04T15:27:52.000,HEAT/HOT WATER,ENTIRE BUILDING,2234 1 AVENUE,10029,ADDRESS,Closed,"The Department of Housing Preservation and Development contacted a tenant in the building and verified that the following conditions were corrected. The complaint has been closed. If the condition still exists, please file a new complaint.",7,0
2102377-DCA,200 RIVERSIDE GARAGE LLC,,BA-1101853-2022,Garage & Parking Lot,Premises,Active,10/29/2021,06/04/2025,NEW YORK,NY,10069,64227996,2025-03-01T11:13:59.000,2025-03-03T16:29:46.000,ELECTRIC,POWER OUTAGE,200 RIVERSIDE BOULEVARD,10069,ADDRESS,Closed,"HPD attempted to conduct an inspection in response to this complaint, but was unable to complete the inspection. Please submit a new service request with 311 if the condition still exists. For more information on the reason why HPD was unable to inspect, contact HPD at the Tenant Information Messaging Service at 212-863-4951.",10,0
1211895-DCA,"BRIDGE FRESH, INC.",,BA-1101940-2022,Tobacco Retail Dealer,Premises,Active,10/05/2005,12/31/2025,BROOKLYN,NY,11201,64719193,2025-04-21T03:04:05.000,,Lost Property,Clothing/Glasses,68 JAY STREET,11201,ADDRESS,In Progress,,1,9
1032442-DCA,"ALI, KARAMAT",NK WATERPROOFING CO.,BA-1102182-2022,Home Improvement Contractor,Premises,Active,12/03/2002,02/28/2027,BROOKLYN,NY,11226,64543130,2025-04-03T13:38:26.000,2025-04-03T16:56:19.000,Illegal Parking,Blocked Sidewalk,390 RUGBY ROAD,11226,ADDRESS,Closed,The Police Department responded and upon arrival those responsible for the condition were gone.,1,2
2073668-1-DCA,48 BODEGA INC,,BA-1102213-2022,Electronic Cigarette Dealer,Premises,Active,06/18/2018,11/30/2025,ASTORIA,NY,11103,64184394,2025-02-25T13:50:41.000,2025-02-27T08:35:08.000,HEAT/HOT WATER,ENTIRE BUILDING,4720 BROADWAY,10040,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment to inspect for a lack of heat or hot water. However, HPD was able to verify that heat or hot water was inadequate by inspecting another apartment and a violation was issued. Information about specific violations is available at www.nyc.gov/hpd.",5,0
2027598-DCA,A PLUS MAZAL INC,,BA-1102227-2022,Secondhand Dealer - General,Premises,Ready for Renewal,08/27/2015,07/31/2025,BROOKLYN,NY,11226,64292340,2025-03-07T09:44:03.000,2025-03-09T21:27:49.000,HEAT/HOT WATER,ENTIRE BUILDING,829 FLATBUSH AVENUE,11226,ADDRESS,Closed,"The Department of Housing Preservation and Development was not able to gain access to your apartment or others in the building to inspect for a lack of heat or hot water. The complaint has been closed. If the condition still exists, please file a new complaint.",3,1
1293080-DCA,"BELLO DELI FOOD, CORP.",,BA-1102247-2022,Tobacco Retail Dealer,Premises,Active,07/21/2008,12/31/2026,NEW YORK,NY,10034,64279589,2025-03-07T15:02:21.000,2025-03-08T00:00:00.000,General Construction/Plumbing,Egress - Doors Locked/Blocked/Improper/No Secondary Means,5009 BROADWAY,10034,ADDRESS,Closed,The Department of Buildings investigated this complaint and issued an Office of Administrative Trials and Hearings (OATH) summons.,6,1
2039651-DCA,APPLE INC,,BA-1102262-2022,Electronics Store,Premises,Active,06/29/2016,12/31/2026,BROOKLYN,NY,11211,64305524,2025-03-09T15:18:05.000,2025-03-09T16:43:20.000,Illegal Parking,Posted Parking Sign Violation,247 BEDFORD AVENUE,11211,ADDRESS,Closed,The Police Department issued a summons in response to the complaint.,4,0
2075542-1-DCA,AROMA FOOD INC.,,BA-1102270-2022,Electronic Cigarette Dealer,Premises,Active,07/13/2018,11/30/2025,BROOKLYN,NY,11235,64406099,2025-03-19T18:24:27.000,,Food Establishment,Food Worker Hygiene,3033 CONEY ISLAND AVENUE,11235,ADDRESS,In Progress,"The Department of Health and Mental Hygiene has sent official written notification to the Owner/Landlord warning them of potential violations and instructing them to correct the situation. If the situation persists 21 days after your initial complaint, please make a new complaint.",1,5
